과목명,과목구분,운영학과,강의시간,교수명,성적평가방식,수업형태
노사관계론,전공(심화),경상대학 경영학부,"화10:00~12:00(경E302), 수11:00~12:00(경E302)",강명수,GRADE,가상강의(보조강의)
노사관계론,전공(심화),경상대학 경영학부,"수11:00~12:00(경S134), 목11:00~13:00(경S134)",이수연,GRADE,가상강의(보조강의)
투자론,전공(핵심),경상대학 경영학부,"화11:00~12:00(경N410), 수10:00~12:00(경N410)",박순홍,GRADE,가상강의(보조강의)
투자론,전공(핵심),경상대학 경영학부,"월12:00~14:00(경E202), 수12:00~13:00(경E202)",최향미,GRADE,가상강의(보조강의)
투자론,전공(핵심),경상대학 경영학부,"월14:00~15:00(경E201), 금11:00~13:00(경E201)",장호규,GRADE,가상강의(보조강의)
재무제표분석,전공(핵심),경상대학 경영학부,금10:00~13:00(경N410),도용선,GRADE,가상강의(보조강의)
조직구조론,전공(핵심),경상대학 경영학부,"월10:00~11:30(경S136), 수10:00~11:30(경S136)",강신형,GRADE,가상강의(보조강의)
조직구조론,전공(핵심),경상대학 경영학부,"월09:00~10:00(경N111), 목09:00~11:00(경N111)",이수연,GRADE,가상강의(보조강의)
e-비즈니스,전공(핵심),경상대학 경영학부,"월19:00~20:00(경E201), 수19:00~21:00(경E201)",박경혜,GRADE,가상강의(보조강의)
인터넷마케팅,전공(심화),경상대학 경영학부,"화10:00~12:00(경E203), 수12:00~13:00(경E203)",이수빈,GRADE,가상강의(보조강의)
인터넷마케팅,전공(심화),경상대학 경영학부,"화12:00~13:00(경N213), 수10:00~12:00(경N213)",이수빈,GRADE,가상강의(보조강의)
원가회계2,전공(심화),경상대학 경영학부,"월10:00~12:00(경S135), 수10:00~11:00(경S135)",강선아,GRADE,가상강의(보조강의)
세무회계1,전공(심화),경상대학 경영학부,"화15:00~16:00(경E203), 목16:00~18:00(경E203)",모현혜,GRADE,가상강의(보조강의)
세무회계1,전공(심화),경상대학 경영학부,"화13:00~14:00(경E202), 목13:00~15:00(경E202)",심소연,GRADE,가상강의(보조강의)
유통관리,전공(심화),경상대학 경영학부,"화12:00~13:00(경N410), 목12:00~14:00(경N410)",손정민,GRADE,가상강의(보조강의)
유통관리,전공(심화),경상대학 경영학부,"화13:00~14:00(경N410), 목14:00~16:00(경N410)",손정민,GRADE,가상강의(보조강의)
마케팅조사,전공(핵심),경상대학 경영학부,"월16:00~17:00(경N411), 수14:00~16:00(경N411)",배정호,GRADE,가상강의(보조강의)
고급회계,전공(심화),경상대학 경영학부,"화10:00~12:00(경S134), 목10:00~11:00(경S134)",백혜원,GRADE,가상강의(보조강의)
고급회계,전공(심화),경상대학 경영학부,"화14:00~16:00(경E202), 수11:00~12:00(경E202)",왕현선,GRADE,가상강의(보조강의)
글로벌마케팅,전공(핵심),경상대학 경영학부,"화14:00~15:30(경N411), 목16:00~17:30(경N411)",이영우,GRADE,가상강의(보조강의)
글로벌마케팅,전공(핵심),경상대학 경영학부,"화16:00~17:30(경N411), 목14:00~15:30(경N411)",이영우,GRADE,가상강의(보조강의)
글로벌재무관리,전공(핵심),경상대학 경영학부,"월15:30~17:00(경E302), 수15:30~17:00(경E302)",김태중,GRADE,가상강의(보조강의)
이문화경영,전공(심화),경상대학 경영학부,"월14:00~15:00(경N412), 수10:00~12:00(경N412)",배기봉,GRADE,가상강의(보조강의)
금융시장론,전공(심화),경상대학 경영학부,"월16:00~18:00(경N111), 화12:00~13:00(경N111)",조은영,GRADE,가상강의(보조강의)
금융시장론,전공(심화),경상대학 경영학부,"수14:00~16:00(경N213), 목16:00~17:00(경N213)",조은영,GRADE,가상강의(보조강의)
리더십,전공(심화),경상대학 경영학부,"월09:00~10:30(경E301), 수09:00~10:30(경E301)",류수영,GRADE,가상강의(보조강의)
재무회계사례연구,전공(심화),경상대학 경영학부,"월14:00~16:00(경E301), 목14:00~15:00(경E301)",이도희,GRADE,가상강의(보조강의)
글로벌기업문화론,전공(심화),경상대학 경영학부,화09:00~12:00(경E202),이홍균,GRADE,가상강의(보조강의)
스타트업사례연구,전공(심화),경상대학 경영학부,월14:00~17:00(경S337),강신형,GRADE,가상강의(보조강의)
상업 논술,전공(심화),경상대학 경영학부,금16:00~18:00(경N212),김인곤,GRADE,가상강의(보조강의)
미래설계상담7,전공(기초),경상대학 경영학부,,강선아,PASS/FAIL,가상강의(보조강의)
재무의사결정론,전공(심화),경상대학 경영학부,"목13:00~14:00(경S236), 금15:00~17:00(경S236)",김현숙,GRADE,가상강의(보조강의)
경영전략,전공(심화),경상대학 경영학부,"화10:00~12:00(경N213), 목13:00~14:00(경N213)",김장훈,GRADE,가상강의(보조강의)
서비스운영관리,전공(심화),경상대학 경영학부,"월15:00~17:00(경S135), 수14:00~15:00(경S135)",이준호,GRADE,가상강의(보조강의)
서비스운영관리,전공(심화),경상대학 경영학부,"수10:00~12:00(경E303), 목10:00~11:00(경E303)",오세구,GRADE,가상강의(보조강의)
서비스운영관리,전공(심화),경상대학 경영학부,"수14:00~16:00(경E303), 목11:00~12:00(경E303)",오세구,GRADE,가상강의(보조강의)
벤처 창업론,전공(심화),경상대학 경영학부,"월10:00~11:30(경N212), 수10:00~11:30(경N212)",김태균,GRADE,가상강의(보조강의)
서비스마케팅,전공(심화),경상대학 경영학부,"월11:00~12:00(경E201), 수14:00~16:00(경E201)",석준희,GRADE,가상강의(보조강의)
서비스마케팅,전공(심화),경상대학 경영학부,"월13:00~14:00(경E201), 수16:00~18:00(경E201)",석준희,GRADE,가상강의(보조강의)
서비스마케팅,전공(심화),경상대학 경영학부,"화10:00~12:00(경E201), 목10:00~11:00(경E201)",신영섭,GRADE,가상강의(보조강의)
파생상품론,전공(심화),경상대학 경영학부,"화09:00~11:00(경N410), 수09:00~10:00(경N410)",박순홍,GRADE,가상강의(보조강의)
재무관리연습,전공(심화),경상대학 경영학부,,,GRADE,가상강의(보조강의)
정부회계,전공(심화),경상대학 경영학부,"화13:00~15:00(경S136), 목13:00~14:00(경S136)",백혜원,GRADE,가상강의(보조강의)
정부회계,전공(심화),경상대학 경영학부,"화15:00~17:00(경S136), 목14:00~15:00(경S136)",백혜원,GRADE,가상강의(보조강의)
경영실습,전공(심화),경상대학 경영학부,화15:00~18:00(경N410),민태기,GRADE,가상강의(보조강의)
회계이론,전공(심화),경상대학 경영학부,"화11:00~12:00(경E301), 수14:00~16:00(경E301)",왕현선,GRADE,가상강의(보조강의)
회계학특강,전공(심화),경상대학 경영학부,"화16:00~18:00(경E203), 목15:00~16:00(경E203)",모현혜,GRADE,가상강의(보조강의)
리스크관리,전공(심화),경상대학 경영학부,"월10:00~11:00(경S134), 금13:00~15:00(경S134)",장호규,GRADE,가상강의(보조강의)
